id,set_name,set_code,num_of_cards,tcg_date
7371b5119ef10688b2ca781b643598cb,The Lost Art Promotion I,LART,1,2019-03-01
0469ca514eaaabd0d5ecfbcedc6529be,Yu-Gi-Oh! ARC-V Volume 5 promotional card,YA05,1,2019-03-05
d386241afc61bc8324556a572e29b7c4,Savage Strike Special Edition,SAST,4,2019-03-07
c8929edd02c284cf6b171d0103c427de,The Infinity Chasers,INCH,60,2019-03-21
4658654134b8129c82f60b72e060d388,Speed Duel: Arena of Lost Souls,SBLS,50,2019-03-28
aa94791c35f5fabfb8529a2fccb43138,Duel Power,DUPO,106,2019-04-03
0bf6db9c692007b0cd90c19aab9f3029,Yu-Gi-Oh! Day April 2019 promotional card,YDPR,1,2019-04-06
1fcb6aaf20fda245a25ee06d79909283,OTS Tournament Pack 10,OP10,25,2019-04-18
dd32095294fefb95344aa949553d42c3,OTS Tournament Pack 10 (POR),OP10,35,2019-04-18
a1b9bd36604f79a441666872970d3386,Speed Duel Tournament Pack 1,STP1,18,2019-04-18
a1bb854dbdd66c37ffaf43b0372423d8,Structure Deck: Order of the Spellcasters,SR08,41,2019-04-19
f70c15a284a43c4b6188723c593f1fab,Dark Neostorm Sneak Peek Participation Card,DANE,1,2019-04-27
135e2ace389bafa490adfcd15a833a0d,Dark Neostorm,DANE,100,2019-05-02
0f12cbd51cf6e8ee39ac4cd267a1b7e4,Speed Duel: Attack from the Deep,SBAD,50,2019-05-30
38d4733139fb03dcb9e3ef8319a8e319,The Lost Art Promotion J,LART,1,2019-06-01
a7ba1b752a156ca6b29c20f1e70ef6fe,Speed Duel Demo Deck,DEM5,11,2019-06-08
da1c92190e1bcb4dea4079fa49cbdece,Dark Neostorm Special Edition,DANE,4,2019-06-13
200b5b88a7cc6b3a6e707fbc47df8035,The Lost Art Promotion K,LART,1,2019-07-01
bd77395aac64ed95f5555f319a7aba9a,Battles of Legend: Hero's Revenge,BLHR,94,2019-07-11
f78007997fd19b1d0a8348f0562a9411,Rising Rampage Sneak Peek Participation Card,RIRA,1,2019-07-20
1718bfa940bf4a8b1a68db61a3c3fa09,Rising Rampage,RIRA,100,2019-07-26
a458af47094ebbba5ae5a62540040cbe,Event Pack Speed Duel,EVSD,6,2019-08-01
29c9f5b6924cc91df63078c891658fa2,Speed Duel Starter Decks: Ultimate Predators,SS03,63,2019-08-01
84da32f1f52c449a617b69ab76a36a50,Speed Duel: Scars of Battle,SBSC,50,2019-08-01
2ed49c08f83a814c39608108bcde919d,The Lost Art Promotion L,LART,1,2019-08-01
9afc3c2ad4b0463f18830966a8915717,OTS Tournament Pack 11,OP11,25,2019-08-15
c99287130c91da10456606223705373c,OTS Tournament Pack 11 (POR),OP11,30,2019-08-15
d8dbcb95a166d1c12d3ad2c7f27713f2,Structure Deck: Rokket Revolt,SDRR,46,2019-08-15
acae3c66b4ecdb0ed3a5acbf479ae996,Speed Duel: Scars of Battle Launch Event participation card,EVSD,1,2019-08-17
042da8e14fac2e0c7b755bc9ec22393d,Yu-Gi-Oh! Legacy of the Duelist: Link Evolution promotional cards,LOD2,3,2019-08-20
aafac532f51c496501952937c21bfa8c,Fists of the Gadgets,FIGA,60,2019-08-22
10c2df4a28c7bbbd1b576eaf2fb9b522,Yu-Gi-Oh! Championship Series 2019 prize card,YCSW,1,2019-08-25
9b966182182d3a004de507010c089507,2019 Gold Sarcophagus Tin,TN19,14,2019-08-29
cb6ba8c143c17ecfa39d6d2fd18d70fb,2019 Gold Sarcophagus Tin Mega Pack,MP19,270,2019-08-29
a7244dedfc255e1eaea25a1888febd89,Yu-Gi-Oh! ARC-V Volume 6 promotional card,YA06,1,2019-09-03
102610641d84b04bce72c2b9e2a74515,Rising Rampage Special Edition,RIRA,4,2019-09-12
9026f452fbfa40a67fe9b094e2d1b85d,Legendary Duelists: Immortal Destiny,LED5,58,2019-09-26
a27befff60353018b5047a3fb997d607,Yu-Gi-Oh! Advent Calendar,AC19,1,2019-09-26
5e4f9243e7c4dea23b4e4f008b40b633,Yu-Gi-Oh! Advent Calendar (2019),AC19,23,2019-09-26
afc0357a27795050e29f7a8be8270da1,Duel Devastator,DUDE,56,2019-10-10
03a3594f1c99fb387d166611077e663c,Speed Duel Tournament Pack 2,STP2,18,2019-10-10
021f7ae3ba1c77c9f9da09d1e97f046d,Chaos Impact Sneak Peek Participation Card,CHIM,1,2019-10-19
a3a23e9aef9f574d8509e2996e848cdf,Chaos Impact,CHIM,100,2019-10-24
fa790dab55470b7065402f51d2d90e2d,Mystic Fighters,MYFI,60,2019-11-22
b077f1275c46961c824fb5a13828e06c,Speed Duel: Trials of the Kingdom Sneak Peek participation cards,SBTK,10,2019-11-30
e5d700bd552c17286422746438b20cda,Chaos Impact Special Edition,CHIM,4,2019-12-05
a9d3f0ff8a4e4810a7e94272aaba3d10,OTS Tournament Pack 12,OP12,25,2019-12-05
8a45016bae751cb94b5c4583a451495f,OTS Tournament Pack 12 (POR),OP12,35,2019-12-05
b445758698a506fae157fce49a2748c5,Speed Duel: Trials of the Kingdom,SBTK,51,2019-12-05
7e3ff301eb022d45f07d11a88f7120cc,Speed Duel Demo Deck 2020,DEM6,21,2020-01-01
b5b9c198f5664849c165d411a0c8791f,Trials of the Pharaoh - Trials of the Kingdom promotional card,OPTP,1,2020-01-01
e0e31fb867fb72174b6820ad0c019bab,The Lost Art Promotion 2020 K,LART,1,2020-01-11
c5f832043ddada8d4a8b5045b28bf21d,Legendary Duelists: Magical Hero,LED6,56,2020-01-16
3793b9c18b674338a937949fa35fadbb,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack Secret Edition,MVP1,63,2020-01-23
a095bb129524ef5ad818382e7e0ec038,Ignition Assault Sneak Peek Participation Card,IGAS,1,2020-01-25
aae6f5dd2c50bb70e5375f0d02dcc31e,Ignition Assault,IGAS,100,2020-01-30
b8cafdabe2cdf63888d6565d4f6ba47b,SJ Jump Pack Spring 2020 promotional card,JMPS,1,2020-02-01
7329b84c75762b72570b6f768564feff,The Lost Art Promotion N,LART,1,2020-02-01
48663456bb8f25632ab0cdb8758bb068,Structure Deck: Shaddoll Showdown,SDSH,49,2020-02-13
409eecbcf6801fdc691a9ac8cd2cfc10,The Lost Art Promotion O,LART,1,2020-03-01
e00f934044cdb455245201c7227ae7e2,Ignition Assault Special Edition,IGAS,4,2020-03-05
542fdb01ea7dfa238d17aaf3c062b2c7,Duel Overload,DUOV,100,2020-03-19
4d151cb15e1545eed2320c9f07bfc51c,Secret Slayers,SESL,60,2020-04-03
faacaf0f5cd23efd80111509d5d8749d,Structure Deck: Mechanized Madness,SR10,41,2020-04-16
77a29504c96d43a47d102fbf8f66375c,Eternity Code Premiere! promotional card,ETCO,1,2020-04-25
66265a16620d88460369a7af3cf0252f,Eternity Code,ETCO,101,2020-04-30
a8828a1a90a4ae25412134ac4020c4d9,Speed Duel Starter Decks: Match of the Millennium,SS04,67,2020-05-15
d7fe0009735441f06c39d9369e13911e,Speed Duel Starter Decks: Twisted Nightmares,SS05,66,2020-05-15
c4a20f78bfc641b4936bce0545466c96,The Lost Art Promotion 2020 D,LART,1,2020-06-01
b8468200b30811de7937ad8c2ae98ddd,The Lost Art Promotion 2020 E,LART,1,2020-06-01
f956f30cba4a2604916466d21049feb5,The Lost Art Promotion 2020 F,LART,1,2020-06-01
d17e1db14dd5f56814dd207b789f9d69,Yu-Gi-Oh! ARC-V Volume 7 promotional card,YA07,1,2020-06-02
71a4ab7fe8bb50fd2bb20aa02a430915,OTS Tournament Pack 13,OP13,25,2020-06-15
dfd79d92eddd272ff650007af97fc3f5,OTS Tournament Pack 13 (POR),OP13,34,2020-06-15
fa7005d112a045fbfcba93c61b278dcc,Toon Chaos,TOCH,60,2020-06-18
51eeba1e5fd0972879c04cd0bc04ad7b,Legendary Duelists: Season 1,LDS1,121,2020-07-02
d55af50d0f8e836ce4b394f0eb534958,Structure Deck: Sacred Beasts,SDSA,48,2020-07-09
7dcb4483c3ae8b806f6e93470a8c56b8,The Lost Art Promotion 2020 I,LART,1,2020-07-15
95e80dffc19d01e68116e8b6e37ae5dc,Battles of Legend: Armageddon,BLAR,94,2020-07-23
3a6e87e8596b500a8d3ac8aee7e47121,Rise of the Duelist Premiere! promotional card,ROTD,1,2020-08-01
3c78fef706d09f88c7726002ccc79109,The Lost Art Promotion 2020 N,LART,1,2020-08-01
427459e781eb450dc6839c15fc7be5ed,Trials of the Pharaoh - Match of the Millennium & Twisted Nightmares promotional card,OPTP,1,2020-08-01
f71702880c59e2c6256f9fd2ab00cdf6,Rise of the Duelist,ROTD,101,2020-08-06
677156193e1209f3aeacc8aedb47d860,The Lost Art Promotion 2020 H,LART,1,2020-08-15
824396ad6bd2ec43fcc0e6cd0323e9fe,2020 Tin of Lost Memories,MP20,6,2020-08-27
f7d6892d21b826142f78883be7d31cff,2020 Tin of Lost Memories Mega Pack,MP20,246,2020-08-27
8527b239c07d720c5ec72548a1ae0471,KC Grand Tournament prize card,2020,1,2020-08-29
6213444cc56901a2af7fd18228a1f253,The Lost Art Promotion 2020 P,LART,1,2020-09-01
aba80c81872540d639ec3aa3cfb77c7d,Dragons of Legend: The Complete Series,DLCS,149,2020-09-10
ae713f0975ef77fce6b2fc08d994e7d0,The Lost Art Promotion 2020 G,LART,1,2020-09-15
738703c313d64298766c9594690311c3,Legendary Duelists: Rage of Ra,LED7,57,2020-09-24
f48f24ba865430d9e6b22025e359153e,Remote Duel at Home Sweepstakes,SBPR,1,2020-10-01
481bb1a07dc86d7c641a5875ac6741ed,The Lost Art Promotion 2020 J,LART,1,2020-10-01
546cf17519b7f5eb7398fe6dccdb1c8c,The Lost Art Promotion 2020 Q,LART,1,2020-10-01
7dac01fece4b5538304a482c85ff1cbf,The Lost Art Promotion 2020 R,LART,1,2020-10-01
12bb9572a4010c8b8efc25216225de00,OTS Tournament Pack 14,OP14,25,2020-10-08
d79f7adf463deace3a707e7147c404f6,OTS Tournament Pack 14 (POR),OP14,35,2020-10-08
2ed874bb009cc0d92c1dc60db05e9854,The Lost Art Promotion 2020 M,LART,1,2020-10-10
19fb9783db4853dd03f3cb34015c5bae,Structure Deck: Spirit Charmers,SDCH,41,2020-10-22
26d5d17012e18d635efb51c173ede1b2,Phantom Rage Premiere! promotional card,PHRA,1,2020-10-31
a956cb3172a65aaa8909327f52f3232b,The Lost Art Promotion 2020 L,LART,1,2020-11-01
4476b03a17dccd2e8abf2909008d37c4,Phantom Rage,PHRA,101,2020-11-05
de1bf6a6a076ce9410961bacd8cfb625,Maximum Gold,MAGO,162,2020-11-12
327d59d3112082748441132b4cce3a5f,Speed Duel: Battle City Box,SBCB,223,2020-11-26
e9818732eba79b26d58b1e9fbb8a0981,Trials of the Pharaoh - Speed Duel: Battle City Box promotional card,OPTP,1,2020-11-26
9a4d9c79b0146698604b878a11db3e0c,The Lost Art Promotion 2020 O,LART,1,2020-12-01
62025dbc0b5315078c3e9c35333e7f85,Genesis Impact,GEIM,60,2020-12-03
23641caa2e3114226d73a4ce9e8af682,Yu-Gi-Oh! at Home Sweepstakes,SBPR,1,2020-12-07
f75f34eebb86c398f43ee1fcf411812d,The Lost Art Promotion 2021 A,LART,1,2021-01-01
ed7041601d300c8f68859096f05f098d,Legendary Duelists: Season 2,LDS2,131,2021-01-21
f4896d1ea78c87acce21e81fec27a725,Blazing Vortex Premiere! promotional card,BLVO,1,2021-01-30
5a20816edc54692fbf4f15eeecef19ea,Blazing Vortex,BLVO,101,2021-02-04
ddf9c624d26944f73cb8bf174e184d81,OTS Tournament Pack 15,OP15,26,2021-02-17
30a5aa12009479ffc7ef005141fdf0dc,OTS Tournament Pack 15 (POR),OP15,36,2021-02-18
25faa22a25f97f68dc20286592c32d54,Structure Deck: Freezing Chains,SDFC,46,2021-02-18
e22225e81c85cab55af616ec0b1b7d8e,The Lost Art Promotion 2021 B,LART,1,2021-02-19
fd8060ceb88fb6618376ae0f4337b8e1,The Lost Art Promotion 2021 C,LART,1,2021-03-15
2dab5ef269871a137362456a975ed535,The Lost Art Promotion 2021 D,LART,1,2021-04-07
99f2988f5f49d9bb15c46698c705ca1d,Ghosts From the Past,GFTP,132,2021-04-15
0c1f77bc8a8535dbcc203a71332eee52,Ancient Guardians,ANGU,60,2021-04-29
70e0c706be6ca519acdb8cd398eec238,The Lost Art Promotion 2021 E,LART,1,2021-05-05
05a7029919442541a5fb963d1d1756e5,Yu-Gi-Oh! TCG Remote Duel Extravaganza participation card,21CC,1,2021-05-22
dd3c31648bdeb793d2a6aab22398a8e6,Lightning Overdrive Premiere! promotional card,LIOV,1,2021-05-29
bb9252068dae2e8c356a0f1a152061fa,Palladium Oracle Mahad Sweepstakes,SBPR,1,2021-06-01
723a480a9776e44858d56efd8b2e9c19,Lightning Overdrive,LIOV,101,2021-06-03
0ac36a40f1b10a3469a38b5028f8aa29,OTS Tournament Pack 16,OP16,26,2021-06-09
78169c8ed1be77dc791d737884c7be05,OTS Tournament Pack 16 (POR),OP16,36,2021-06-09
20c0d3ec5c2040f8589e5a54ec528558,Egyptian God Deck: Obelisk the Tormentor,EGO1,35,2021-06-17
71abafc39f0a66f56cebd5e864c8d8a3,Egyptian God Deck: Slifer the Sky Dragon,EGS1,38,2021-06-17
9e7ff1e1e2c44acedbbd4343cffd8a42,The Lost Art Promotion 2021 F,LART,1,2021-07-01
43011fe55750599797cc0586a78e5a6e,The Lost Art Promotion 2021 G,LART,1,2021-07-01
0264aae428d1bc453108991315fba7a9,King's Court,KICO,65,2021-07-08
8b62280156ba22921658bad0174badd8,The Lost Art Promotion 2021 H,LART,1,2021-08-01
16a8312df30001480f643b139cf58dea,Dawn of Majesty Premiere! promotional card,DAMA,1,2021-08-07
ee19a7b461378aeba25fd1cd47b5f1af,Dawn of Majesty,DAMA,101,2021-08-12
354474764aa084816b389b779e77bc96,KC Grand Tournament 2021 prize card,2021,1,2021-08-28
6742429d83a627d46758edd5f1a78f1b,The Lost Art Promotion 2021 I,LART,1,2021-09-01
cb403c1c3e075dbf7db5a1635a299677,2021 Tin of Ancient Battles,MP21,258,2021-09-30
3d8a4ce4f83bba3b844e6465a9c2a9e5,The Lost Art Promotion 2021 J,LART,1,2021-10-01
c18e2042fea0be080cf50529c7df0f15,OTS Tournament Pack 17,OP17,25,2021-10-13
d0b83c8d1ff13a795c05cf0acfad5c0d,OTS Tournament Pack 17 (POR),OP17,35,2021-10-14
7636e6ed197a482c0283b6d2805a49a2,Structure Deck: Cyber Strike,SDCS,48,2021-10-14
119fcb4e75a7f02d5b29a2b23b851462,Legendary Duelists: Synchro Storm,LED8,56,2021-10-28
660e75777c6e9408b97f7042dfa4adeb,The Lost Art Promotion 2021 K,LART,1,2021-11-01
09b9e670c1677464aa4950091c8577b2,Burst of Destiny,BODE,101,2021-11-04
9abce9ef0212d134c70a05c322b2dd94,Maximum Gold: El Dorado,MGED,152,2021-11-18
e07883b375d6093066fdb83f22465787,Blue-Eyes Alternative White Dragon Sweepstakes,SBPR,1,2021-12-01
03e9eb850691fb231866249eeaa53d61,The Lost Art Promotion 2021 L,LART,1,2021-12-01
ce4ea277b06e39d390ab4a89f3e7f18c,Brothers of Legend,BROL,95,2021-12-02
d0a4c3fdc343c734fd4356e8fbfd9868,The Lost Art Promotion 2022,LART,8,2022-01-01
43465bbae59fc0aa911a81a0759153d9,The Lost Art Promotion 2022 A,LART,1,2022-01-01
8a1da03bfdddc6b5303a69e1a02440d2,The Grand Creators,GRCR,60,2022-01-27
772347bbd0dbe7332c631a75f7af5f0a,Battle of Chaos,BACH,102,2022-02-10
9de154ad2f8395b831480601f4904f53,OTS Tournament Pack 18,OP18,25,2022-02-17
bfb7d8700ed4c0cd525b5ac320eafb4b,OTS Tournament Pack 18 (POR),OP18,35,2022-02-17
089e09d57dbd9a68383667eeb3ed84d1,Hidden Arsenal: Chapter 1,HAC1,177,2022-02-24
cec6ad7519290b9ebe5e8233e2c0f3a4,Speed Duel GX: Duel Academy Box,SGX1,218,2022-03-17
f80659b9cb968d6a814e8cddd662149f,Speed Duel Tournament Pack 3,STP3,34,2022-03-24
c35e257ddef8623f5a1b59ab585646c0,Structure Deck: Albaz Strike,SDAZ,46,2022-04-14
bb49627c5be3da6f8993300fb5249a76,Ghosts From the Past: The 2nd Haunting,GFP2,187,2022-05-05
4c703fdff94dda53e4d3c173d8d14609,Dimension Force,DIFO,101,2022-05-19
128fb8a232f460abf1b8c52be290a44d,OTS Tournament Pack 19,OP19,29,2022-06-15
0707923e78b02b4c13b6e7b419db8b61,OTS Tournament Pack 19 (POR),OP19,39,2022-06-15
ba4208f8e9ca013bd08d04fec037af05,Legendary Duelists: Duels From the Deep,LED9,57,2022-06-16
4a44d72502865d47a7991b24bbd68e97,The Lost Art Promotion 2022 G,LART,1,2022-07-15
b16caf880089062bfa66f00739d25801,Legendary Duelists: Season 3,LDS3,138,2022-07-21
06d4ff0cc2404485875a69ae6f9a139d,Power of the Elements,POTE,101,2022-08-04
439a908515f9385a6ede0932948a6ec5,Tactical Masters,TAMA,60,2022-08-25
0ae37fc5dd293c7ab5dd50776e70587e,2022 Tin of the Pharaoh's Gods,MP22,275,2022-09-14
165e2718cdde122f32830a16aa11fbc8,Speed Duel Tournament Pack 4,STP4,35,2022-09-29
a2b136a3bb0d670446aee90c91f884cb,Structure Deck: Legend of the Crystal Beasts,SDCB,46,2022-09-29
fc4c7f97c09c6d2560257b1367c05da6,The Lost Art Promotion 2022 K,LART,1,2022-10-01
93d6a60352d6427b42c3604c61cf1dd6,Speed Duel GX: Midterm Paradox,SGX2,110,2022-10-06
84e868a9547f9369dc29445e05da8121,Yu-Gi-Oh! Championship Series 2022 prize card,YCSW,1,2022-10-16
3e0c856502da14197292cb5efaf451b8,Darkwing Blast,DABL,101,2022-10-20
f18c5c5e2fcee60b31d46fb4273ab002,OTS Tournament Pack 20,OP20,27,2022-10-20
fd6c36cd0673065cc28f35a132c5df90,Magnificent Mavens,MAMA,114,2022-11-03
58881a6bb521c7c962374788330f3023,Battles of Legend: Crystal Revenge,BLCR,105,2022-11-17
7e90d26732c350c6ef2a23541e1c39c3,Structure Deck: Dark World,SR13,45,2022-12-01
06fbc1c0840c310e24adb9817c96e6fc,Amazing Defenders,AMDE,60,2023-01-19
8d3e7a062d47489858355ed9e703e486,OTS Tournament Pack 21,OP21,26,2023-02-09
ea5a029166ac43eb0a6709cd0ed21d1b,Photon Hypernova,PHHY,101,2023-02-09
5592c43210bb165295b7831d399acf7f,Structure Deck: Beware of Traptrix,SDBT,46,2023-02-23
e42b9c3f699480bb5c2d729d15cfe5b6,Maze of Memories,MAZE,67,2023-03-09
74bedc78de2db0de62a39934a0f392cd,Speed Duel Tournament Pack 5,STP5,35,2023-03-09
610fa05ae2b971af95aa19408657ad7b,Speed Duel GX: Duelists of Shadows,SGX3,221,2023-03-30
cc2a17385d5b1a98a35e5eb706612260,The Lost Art Promotion 2023 D,LART,1,2023-04-01
c07f4b4add3dadd8ead9078cd2b63f72,Legendary Collection: 25th Anniversary Edition,LC01,3,2023-04-20
972c4615e3dcbde70cacac7c9f697ad6,The Lost Art Promotion 2023 E,LART,1,2023-05-01
92e19195201bf4a2f03bca4375c9a2a9,Cyberstorm Access,CYAC,101,2023-05-04
cb212e505ea583df553800829f724a73,The Lost Art Promotion 2023 F,LART,1,2023-06-01
50f660730df483f0e11d69e2df3545fe,Wild Survivors,WISU,60,2023-06-01
c6406398b1caf5641982075a3224429e,Battles of Legend: Monstrous Revenge,BLMR,104,2023-06-22
05061bf65fb74fd2947cd11027d50e00,OTS Tournament Pack 22,OP22,25,2023-07-19
1207a8b2f774090ec294ce41782874bc,Duelist Nexus,DUNE,99,2023-07-27
bfa22de6662a03ecc1f3da103a03fc4e,The Lost Art Promotion 2023 H,LART,1,2023-08-01
1283191769e7792b25b074809d43a841,Legendary Duelists: Soulburning Volcano,LD10,62,2023-08-10
d8a9cfb70839915fcea1465fc6d714e8,Speed Duel: Streets of Battle City,SBC1,193,2023-08-24
3289902348b57b55d529796a220333b9,The Lost Art Promotion 2023 I,LART,1,2023-09-01
ebe013615ad84378dde1da9a117c1ae6,The Pot Collection,TBC1,15,2023-09-01
5a7c0ede5ad0f71b1a3e50bae65012be,The Lost Art Promotion 2023,LART,5,2023-09-04
127e29d69ba692bac8b32e298c0edcef,Speed Duel Tournament Pack 6,STP6,35,2023-09-06
56402d217bf3eb8a4a7b7abbbfdd8cc7,25th Anniversary Tin: Dueling Heroes,TN23,16,2023-09-07
a044f1d51eeaaab32a0ab95712836f19,25th Anniversary Tin: Dueling Heroes Mega Pack,MP23,283,2023-09-07
ca15fef067d241a83dd8016ef0600f91,Structure Deck: The Crimson King,SDCK,49,2023-09-21
a90c892e4f4b359755c22b0d2ecdcc3d,Yu-Gi-Oh! Championship Series 2023 prize card,YCSW,1,2023-10-01
e606bbaf04b9c79f2b0504c7ea01c580,Age of Overlord,AGOV,101,2023-10-19
0f9b72aaa5f16958bafed45b15ef3bf6,OTS Tournament Pack 23,OP23,27,2023-10-25
a5cea1e77acd3ef56295a1f13c175de9,25th Anniversary Rarity Collection,RA01,78,2023-11-02
a0431d1e982ccf06eb9eaa54f9334dd4,Valiant Smashers,VASM,60,2023-11-16
b720717a4c88e63a5d561f2cc18689d1,Structure Deck: Fire Kings,SR14,48,2023-12-07
4962ce2eefdcb976ce42041217783326,Maze of Millennia,MZMI,85,2024-01-18
0213aa84df8db3f27ca88f5df1db0887,2-Player Starter Set,STAS,88,2024-01-26
25952fd36e0938a5d447087427aa78cd,Phantom Nightmare,PHNI,101,2024-02-08
f90aeb9693b42a2a0ebd4e66f41bde66,Adidas collaboration card,ADC1,1,2024-02-14
05aeb56737ca1678d2fb1d6dbfcd1e92,OTS Tournament Pack 24,OP24,27,2024-02-14
1c32fc0081eeb46f4f28777408869ce9,The Lost Art Promotion (series),LART,62,2024-02-14
3f21534f4cb83b201123e215c240ae85,The Lost Art Promotion 2023 G,LART,1,2024-02-14
a958f842061f0c256334ebf7813f3cb5,Battles of Legend: Chapter 1,BLC1,163,2024-02-22
1748ea403c713a6b876d9bc26783134d,25th Anniversary Ultimate Kaiba Set,KC01,62,2024-03-01
e2bc1e5f105b8b8d9ad5da485b6717d7,Legacy of Destruction,LEDE,86,2024-04-25
6d2426abe71ef055d9081f13500b160e,The Lost Art Promotion 2024 A,LART,1,2024-05-22
647de2b20c9fe9eb747ef1e0198f5c2f,OTS Tournament Pack 25,OP25,27,2024-06-12
e55036b1e8130a54ff0ab77e402e5d30,The Lost Art Promotion 2024 B,LART,1,2024-06-19
9fbc2ae81027208001000dfd2a7d701e,Battles of Legend: Terminal Revenge,BLTR,117,2024-06-20
c471deb2c4261aaec2a3789e6923603a,The Lost Art Promotion 2024 C,LART,1,2024-07-17
c67dde397462bc8fd39202d742a53bb9,The Infinite Forbidden,INFO,100,2024-07-18
